





19	1.3	207.840348016 -3.70585836175 -3.45333094204e-05 0.00196866027086 
19.005	1.3	207.83563096 -4.21030449011 -3.43280122911e-05 0.00193983786083 
19.01	1.3	207.832379803 -4.55777585646 -3.39744013211e-05 0.00189647404864 
19.015	1.3	207.830701823 -4.73823189331 -3.34955641454e-05 0.00183979383636 
19.02	1.3	207.830496678 -4.74638426972 -3.29227598794e-05 0.00177140605131 
19.025	1.3	207.831483836 -4.58185007656 -3.22925279565e-05 0.00169325837038 
19.03	1.3	207.833234179 -4.24916684077 -3.16433451365e-05 0.00160758271599 
19.035	1.3	207.835227342 -3.75766888707 -3.10121836438e-05 0.00151683252941 
19.04	1.3	207.836930202 -3.12122840705 -3.04313440646e-05 0.00142361365788 
19.045	1.3	207.837860901 -2.35786823339 -2.99258947978e-05 0.00133061077695 
19.05	1.3	207.837647477 -1.48925727028 -2.95119735549e-05 0.00124051140395 
19.055	1.3	207.836087878 -0.540102763427 -2.91961188992e-05 0.00115592963524 
19.06	1.3	207.833178645 0.462543475366 -2.89756801202e-05 0.00107933175682 
19.065	1.3	207.829114157 1.49004526496 -2.88402228602e-05 0.00101296583411 
19.07	1.3	207.824277306 2.51298766052 -2.87737459292e-05 0.00095879727884 
19.075	1.3	207.819202727 3.50200534041 -2.87574376825e-05 0.000918452226105 
19.08	1.3	207.814510133 4.42861090582 -2.87726308646e-05 0.000893170335171 
19.085	1.3	207.810838653 5.26600024784 -2.88035995019e-05 0.000883768361045 
19.09	1.3	207.808778265 5.98981267098 -2.88398668559e-05 0.000890615541043 
19.095	1.3	207.808791164 6.57882479435 -2.88777401575e-05 0.000913621509814 
19.1	1.3	207.811153006 7.01555886281 -2.89208775372e-05 0.000952237104771 
19.105	1.3	207.815920676 7.2867883324 -2.89798145647e-05 0.00100546806807 
19.11	1.3	207.822910762 7.38392599538 -2.90704938178e-05 0.00107190129376 
19.115	1.3	207.831706251 7.3032833612 -2.9211957374e-05 0.00114974292203 
19.12	1.3	207.841700025 7.04619325486 -2.9423474009e-05 0.00123686725367 
19.125	1.3	207.852150247 6.61899120169 -2.97214426273e-05 0.00133087515511 
19.13	1.3	207.862247689 6.03285547473 -3.01164402099e-05 0.00142916035414 
19.135	1.3	207.871203021 5.30350969398 -3.06107814771e-05 0.00152898179873 
19.14	1.3	207.878327959 4.45079593474 -3.11969072377e-05 0.00162754006963 
19.145	1.3	207.883098194 3.49813001845 -3.18568214812e-05 0.00172205571284 
19.15	1.3	207.885209502 2.47185433616 -3.25626871177e-05 0.00180984729209 
19.155	1.3	207.884610764 1.40050652397 -3.32785654708e-05 0.00188840696012 
19.16	1.3	207.881499938 0.314024442269 -3.39631476522e-05 0.0019554714117 
19.165	1.3	207.876300504 -0.757090063833 -3.4573213566e-05 0.00200908620875 
19.17	1.3	207.869619099 -1.78262518755 -3.50674756775e-05 0.00204766165545 
19.175	1.3	207.862173872 -2.73350718651 -3.54104102505e-05 0.00207001864261 
19.18	1.3	207.854713898 -3.5826186763 -3.55756705685e-05 0.0020754231656 
19.185	1.3	207.847943909 -4.30556455979 -3.55487211153e-05 0.00206360853998 
19.19	1.3	207.842446391 -4.88136407113 -3.53284054688e-05 0.00203478468418 
19.195	1.3	207.838615861 -5.29304961976 -3.49272639942e-05 0.00198963419604 
19.2	1.3	207.83662382 -5.5281555652 -3.43705537218e-05 0.00192929531113 
19.205	1.3	207.83640466 -5.5790826794 -3.36940597787e-05 0.00185533218863 
19.21	1.3	207.837663265 -5.44332784286 -3.29409102589e-05 0.0017696933127 
19.215	1.3	207.839917697 -5.12357202466 -3.21577187267e-05 0.00167465912033 
19.22	1.3	207.842563178 -4.62762342839 -3.13904552022e-05 0.00157278026479 
19.225	1.3	207.844942925 -3.96821717802 -3.06804702985e-05 0.00146680818238 
19.23	1.3	207.846431393 -3.1626769939 -3.00610821979e-05 0.00135961985132 
19.235	1.3	207.84651754 -2.23244808858 -2.95550791831e-05 0.00125413880399 
19.24	1.3	207.844867442 -1.20251460727 -2.91733850907e-05 0.00115325457099 
19.245	1.3	207.841369691 -0.100717992833 -2.89150062319e-05 0.00105974279264 
19.25	1.3	207.836161575 1.04300485903 -2.87682438321e-05 0.000976188227195 
19.255	1.3	207.8296202 2.19744243508 -2.87130153762e-05 0.000904912813298 
19.26	1.3	207.822325345 3.3309656739 -2.87240049156e-05 0.000847910808321 
19.265	1.3	207.815005622 4.41239824462 -2.87742787881e-05 0.00080679282817 
19.27	1.3	207.8084623 5.4118764102 -2.88389540118e-05 0.000782740363795 
19.275	1.3	207.80347895 6.30167500465 -2.88984974041e-05 0.000776472054575 
19.28	1.3	207.800737176 7.05697750319 -2.89412782982e-05 0.000788222672209 
19.285	1.3	207.800739749 7.65656908354 -2.89650824679e-05 0.000817735408347 
